Project Name,Package Name,Type Name,Method Name,Test Smell,Cause of the Smell
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppendWithSeparators_Array,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppendWithSeparators_Array,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.text.StrBuilder.clear; org.apache.commons.lang3.text.StrBuilder.appendWithSeparators; org.apache.commons.lang3.text.StrBuilder.toString
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppendWithSeparators_Collection,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppendWithSeparators_Collection,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.text.StrBuilder.clear; org.apache.commons.lang3.text.StrBuilder.toString
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppendWithSeparators_Iterator,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppendWithSeparators_Iterator,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.text.StrBuilder.clear; org.apache.commons.lang3.text.StrBuilder.toString
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppendWithSeparatorsWithNullText,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppendWithSeparatorsWithNullText,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.text.StrBuilder.clear; org.apache.commons.lang3.text.StrBuilder.setNullText; org.apache.commons.lang3.text.StrBuilder.appendWithSeparators; org.apache.commons.lang3.text.StrBuilder.toString
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppendSeparator_String,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppendSeparator_String,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.text.StrBuilder.appendSeparator; org.apache.commons.lang3.text.StrBuilder.toString
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppendSeparator_String_String,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppendSeparator_String_String,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.text.StrBuilder.appendSeparator; org.apache.commons.lang3.text.StrBuilder.toString
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppendSeparator_char,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppendSeparator_char_char,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppendSeparator_String_int,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testAppendSeparator_char_int,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testInsert,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 52
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testInsert,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.text.StrBuilder.clear; org.apache.commons.lang3.text.StrBuilder.insert; org.apache.commons.lang3.text.StrBuilder.insert; org.apache.commons.lang3.text.StrBuilder.toString
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testInsertWithNullText,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 12
commons-lang,org.apache.commons.lang3.text,StrBuilderAppendInsertTest,testInsertWithNullText,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.text.StrBuilder.clear; org.apache.commons.lang3.text.StrBuilder.setNullText; org.apache.commons.lang3.text.StrBuilder.insert; org.apache.commons.lang3.text.StrBuilder.insert; org.apache.commons.lang3.text.StrBuilder.toString
commons-lang,org.apache.commons.lang3.text,FormattableUtilsTest,testDefaultAppend,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 10
commons-lang,org.apache.commons.lang3.text,FormattableUtilsTest,testAlternatePadCharacter,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 10
commons-lang,org.apache.commons.lang3.text,FormattableUtilsTest,testEllipsis,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 20
commons-lang,org.apache.commons.lang3.text,FormattableUtilsTest,testAlternatePadCharAndEllipsis,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 20
commons-lang,org.apache.commons.lang3.text,StrBuilderTest,testConstructors,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 24
commons-lang,org.apache.commons.lang3.text,StrBuilderTest,testConstructors,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.text.StrBuilder.size; org.apache.commons.lang3.text.StrBuilder.capacity; org.apache.commons.lang3.text.StrBuilder.length
commons-lang,org.apache.commons.lang3.text,StrBuilderTest,testChaining,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
